x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
798.801,525.224,965.697,580.388,1025.847,545.673,910.621,718.241,961.845,486.328,1053.602,617.464,865.686,595.178,1054.139,472.462,859.480,495.379,926.505,445.657
798.121,527.531,965.288,581.581,1025.858,545.579,908.872,717.985,963.153,485.708,1052.685,618.537,865.474,594.430,1054.060,472.103,859.837,494.482,926.966,444.636
797.261,530.024,965.521,581.680,1025.835,545.652,906.737,717.491,964.438,485.247,1051.917,619.486,865.864,594.604,1053.212,471.184,860.067,491.590,926.811,445.390
796.452,532.794,965.324,582.266,1025.743,545.594,905.489,717.375,965.533,484.772,1051.300,620.195,866.424,595.155,1053.207,471.902,859.950,492.132,927.056,444.829
795.397,536.273,965.261,583.025,1025.795,545.740,904.390,717.355,966.703,484.102,1050.412,621.313,867.202,595.999,1052.757,472.239,860.088,491.366,927.064,445.031
794.656,538.822,964.563,584.252,1026.076,544.920,903.513,717.255,967.381,483.960,1049.626,622.123,866.650,594.774,1052.501,472.595,859.915,493.057,927.235,445.002
794.206,541.195,964.608,584.803,1026.124,544.927,901.587,716.849,969.651,482.316,1048.721,623.145,868.200,597.276,1052.532,472.869,860.067,492.482,927.526,444.187
793.565,544.751,964.091,585.979,1026.241,544.572,900.593,716.699,971.074,480.993,1048.291,623.746,867.155,594.801,1051.713,470.820,859.913,492.660,927.590,444.677
793.204,547.159,963.493,587.360,1026.224,544.212,899.672,716.537,972.318,480.344,1047.743,624.236,866.620,593.263,1051.200,469.117,860.098,491.788,927.784,444.212
792.566,550.410,963.208,588.285,1026.235,544.107,898.505,716.491,973.378,479.434,1046.471,625.765,867.067,593.633,1051.849,469.670,860.398,487.810,927.715,444.990
792.454,552.730,963.010,588.933,1026.315,544.193,897.384,716.134,974.275,478.945,1045.382,627.083,868.767,596.320,1051.624,467.826,860.349,486.798,928.053,444.266
791.931,556.250,962.742,589.853,1026.298,544.116,896.924,716.287,975.847,477.473,1045.473,626.777,869.049,596.405,1052.037,466.373,860.680,486.745,928.268,443.666
791.859,561.161,961.787,591.411,1026.680,543.368,895.582,715.855,972.867,481.366,1044.379,627.844,869.169,596.434,1052.490,464.944,860.979,486.222,928.497,443.241
791.634,564.077,961.876,591.606,1026.720,543.382,894.804,715.769,977.956,475.257,1043.312,628.870,867.332,593.045,1052.564,464.077,861.361,485.241,928.457,443.579
791.229,565.999,961.504,592.287,1026.641,543.390,894.326,715.697,978.601,474.529,1042.948,628.951,867.398,592.653,1052.301,461.662,861.699,484.181,928.550,443.840
